Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Jung, D., Kim, J.H.",55263904900;35100406500;,Using mechanical reliability in multiobjective optimal meter placement for pipe burst detection,2018,Journal of Water Resources Planning and Management,144,7,4018031,,,,10,10.1061/(ASCE)WR.1943-5452.0000953,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046692729&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000953&partnerID=40&md5=98bd70ed375afd789be368ec9dd1bc36,Article,Final,,Scopus,2-s2.0-85046692729
"Biglarbeigi, P., Giuliani, M., Castelletti, A.",56711303000;55037435700;6504550849;,Partitioning the impacts of streamflow and evaporation uncertainty on the operations of multipurpose reservoirs in arid regions,2018,Journal of Water Resources Planning and Management,144,7,5018008,,,,17,10.1061/(ASCE)WR.1943-5452.0000945,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046649181&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000945&partnerID=40&md5=de0d2ee39edcca18c12f8d265c308b74,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85046649181
"Du, K., Ding, R.-Y., Wang, Z.-H., Song, Z.-G., Xu, B.-F., Zhou, M., Bai, Y., Zhang, J.",55778036200;57201856003;57192441315;41961674400;55898778500;57198736335;55461096500;56276628400;,Direct inversion algorithm for pipe resistance coefficient calibration of water distribution systems,2018,Journal of Water Resources Planning and Management,144,7,4018027,,,,5,10.1061/(ASCE)WR.1943-5452.0000948,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046280973&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000948&partnerID=40&md5=4ad1f91f294f74616a19159a01adb47d,Article,Final,,Scopus,2-s2.0-85046280973
"Jamal, A., Linker, R., Housh, M.",57201858453;6604066305;43261326600;,Comparison of various stochastic approaches for irrigation scheduling using seasonal climate forecasts,2018,Journal of Water Resources Planning and Management,144,7,4018028,,,,12,10.1061/(ASCE)WR.1943-5452.0000951,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046267735&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000951&partnerID=40&md5=9aeae2f9354add081055f6358a557344,Article,Final,,Scopus,2-s2.0-85046267735
"Díaz, S., Mínguez, R., González, J.",57188870707;6602957336;57193352394;,Topological state estimation in water distribution systems: Mixed-integer quadratic programming approach,2018,Journal of Water Resources Planning and Management,144,7,4018026,,,,9,10.1061/(ASCE)WR.1943-5452.0000934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046069355&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000934&partnerID=40&md5=6000a57c39f94f17f3d4e1894225aac5,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85046069355
"Porse, E.",55838533800;,"Closure to ""systems analysis and optimization of local water supplies in Los Angeles"" by Erik Porse, Kathryn B. Mika, Elizaveta Litvak, Kimberly F. Manago, Kartiki Naik, Madelyn Glickfeld, Terri S. Hogue, Mark Gold, Diane E. Pataki, and Stephanie Pincetl",2018,Journal of Water Resources Planning and Management,144,7,7018008,,,,,10.1061/(ASCE)WR.1943-5452.0000803,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045950690&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000803&partnerID=40&md5=16858a34c2869a1867e03eebf701734c,Note,Final,"All Open Access, Green",Scopus,2-s2.0-85045950690
"Sowby, R.B.",56736830000;,"Discussion of ""systems analysis and optimization of local water supplies in Los Angeles"" by Erik Porse, Kathryn B. Mika, Elizaveta Litvak, Kimberly F. Manago, Kartiki Naik, Madelyn Glickfeld, Terri S. Hogue, Mark Gold, Diane E. Pataki, and Stephanie Pincetl",2018,Journal of Water Resources Planning and Management,144,7,7018007,,,,1,10.1061/(ASCE)WR.1943-5452.0000803,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045922917&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000803&partnerID=40&md5=fef39c1aee689279cfeeea67a1681e7a,Note,Final,"All Open Access, Green",Scopus,2-s2.0-85045922917
"Zhang, F., Guo, S., Ren, C., Guo, P.",56341334400;57197801944;55762765100;56637617000;,Integrated IMO-TSP and AHP method for regional water allocation under uncertainty,2018,Journal of Water Resources Planning and Management,144,6,4018025,,,,20,10.1061/(ASCE)WR.1943-5452.0000933,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045334804&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000933&partnerID=40&md5=f9488c7d4b21275a205ccbbb1e28342d,Article,Final,,Scopus,2-s2.0-85045334804
"Marques, G.F., Tilmant, A.",7006311209;15822801300;,Cost distribution of environmental flow demands in a large-scale multireservoir system,2018,Journal of Water Resources Planning and Management,144,6,4018024,,,,4,10.1061/(ASCE)WR.1943-5452.0000936,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045322515&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000936&partnerID=40&md5=458368050a8394ec5c673c147472ee83,Article,Final,,Scopus,2-s2.0-85045322515
"Esfahani, H.K., Datta, B.",56664204800;7102013163;,Fractal singularity-based multiobjective monitoring networks for reactive species contaminant source characterization,2018,Journal of Water Resources Planning and Management,144,6,4018021,,,,6,10.1061/(ASCE)WR.1943-5452.0000880,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044787566&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000880&partnerID=40&md5=a1eb72809f32dc42c2bd2247ebd90067,Article,Final,,Scopus,2-s2.0-85044787566
"Martínez-Solano, F.J., Iglesias-Rey, P.L., Meliá, D.M., Ribelles-Aguilar, J.V.",15220688300;15220062200;57193863782;55837602200;,"Combining skeletonization, setpoint curves, and heuristic algorithms to define district metering areas in the Battle of Water Networks district metering areas",2018,Journal of Water Resources Planning and Management,144,6,4018023,,,,12,10.1061/(ASCE)WR.1943-5452.0000938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044746176&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000938&partnerID=40&md5=addff8e1874a63d7eced6a303f7cc918,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85044746176
"Creaco, E., Signori, P., Papiri, S., Ciaponi, C.",56037591400;58065088000;6508098654;6505982662;,Peak demand assessment and hydraulic analysis in WDN design,2018,Journal of Water Resources Planning and Management,144,6,4018022,,,,10,10.1061/(ASCE)WR.1943-5452.0000935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044726413&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000935&partnerID=40&md5=aab1995ef4a00eed3995b06ec23707bf,Article,Final,,Scopus,2-s2.0-85044726413
"Suribabu, C.R., Neelakantan, T.R., Sivakumar, P.",14822610500;6603051022;55266030000;,"Discussion of ""New pressure-driven approach for modeling water distribution networks"" by Herman A. Mahmoud, Dragan Savić, and Zoran Kapelan",2018,Journal of Water Resources Planning and Management,144,6,7018005,,,,,10.1061/(asce)wr.1943-5452.0000931,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044077795&doi=10.1061%2f%28asce%29wr.1943-5452.0000931&partnerID=40&md5=4d16261774d3bcdd9d604de7ef897ffc,Note,Final,,Scopus,2-s2.0-85044077795
"Gupta, R., Sayyed, M.A.H.A., Tanyimboh, T.T.",16144007800;56521532100;6603247597;,"Discussion of ""New pressure-driven approach for modeling water distribution networks"" by Herman A. Mahmoud, Dragan Savić, and Zoran Kapelan",2018,Journal of Water Resources Planning and Management,144,6,7018006,,,,3,10.1061/(asce)wr.1943-5452.0000932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044029319&doi=10.1061%2f%28asce%29wr.1943-5452.0000932&partnerID=40&md5=8dbd951e01649e5a487de2fe5982e9bc,Note,Final,,Scopus,2-s2.0-85044029319
"Brentan, B., Campbell, E., Goulart, T., Manzi, D., Meirelles, G., Herrera, M., Izquierdo, J., Luvizotto, E.",55898255600;56020499100;57195288585;57194646658;57195289413;35210396100;7102685422;6505901432;,Social network community detection and hybrid optimization for dividing water supply into district metered areas,2018,Journal of Water Resources Planning and Management,144,5,4018020,,,,21,10.1061/(ASCE)WR.1943-5452.0000924,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043529468&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000924&partnerID=40&md5=b0b94916634c17ddcbd34d766d1eed8e,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85043529468
"Rahman, A., Wu, Z.Y.",57212819215;26031765900;,Multistep simulation-optimization modeling approach for partitioning water distribution system into district meter areas,2018,Journal of Water Resources Planning and Management,144,5,4018018,,,,15,10.1061/(ASCE)WR.1943-5452.0000927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043477251&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000927&partnerID=40&md5=356c104c3cc041220b4611b7f58de013,Article,Final,,Scopus,2-s2.0-85043477251
"Al-Washali, T.M., Sharma, S.K., Kennedy, M.D.",57191483677;57203101908;7402308138;,Alternative method for nonrevenue water component assessment,2018,Journal of Water Resources Planning and Management,144,5,4018017,,,,9,10.1061/(ASCE)WR.1943-5452.0000925,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043370531&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000925&partnerID=40&md5=ca9ebf53361d42df5260bc0881663e83,Article,Final,,Scopus,2-s2.0-85043370531
"Lifshitz, R., Ostfeld, A.",57194657914;7005595203;,Clustering for analysis of water distribution systems,2018,Journal of Water Resources Planning and Management,144,5,4018016,,,,11,10.1061/(ASCE)WR.1943-5452.0000917,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042544238&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000917&partnerID=40&md5=a589aa201dc1364cbdd7448b1599b2cb,Article,Final,,Scopus,2-s2.0-85042544238
"Yousefi, P., Naser, G., Mohammadi, H.",55841930900;9839868000;15048490900;,Surface water quality model: Impacts of influential variables,2018,Journal of Water Resources Planning and Management,144,5,4018015,,,,9,10.1061/(ASCE)WR.1943-5452.0000900,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042531636&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000900&partnerID=40&md5=46b0bcb5efa183b3a2ce1959c5ee362d,Article,Final,,Scopus,2-s2.0-85042531636
"Liu, J., Han, R.",57192427307;57194557642;,Spectral clustering and multicriteria decision for design of district metered areas,2018,Journal of Water Resources Planning and Management,144,5,4018013,,,,32,10.1061/(ASCE)WR.1943-5452.0000916,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042372801&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000916&partnerID=40&md5=7a1c15a5869e07a1ff7cde37411647c8,Article,Final,,Scopus,2-s2.0-85042372801
"Marchi, A., Dandy, G.C., Boccelli, D.L., Rana, S.M.M.",35307313800;7004210467;6602216194;57194655212;,Assessing the observability of demand pattern multipliers in water distribution systems using algebraic and numerical derivatives,2018,Journal of Water Resources Planning and Management,144,5,4018014,,,,6,10.1061/(ASCE)WR.1943-5452.0000909,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042360462&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000909&partnerID=40&md5=9021dee2ffd03818181e5c8f44312b1c,Article,Final,,Scopus,2-s2.0-85042360462
"Ford, D.T.",7401568546;,Lessons I learned from western movies and TV shows,2018,Journal of Water Resources Planning and Management,144,5,1818002,,,,2,10.1061/(ASCE)WR.1943-5452.0000928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042187050&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000928&partnerID=40&md5=6fa998d11687ece950b53ac9fe61fb93,Editorial,Final,,Scopus,2-s2.0-85042187050
"Digna, R.F., Mohamed, Y.A., van der Zaag, P., Uhlenbrook, S., van der Krogt, W., Corzo, G.",57191494855;56962742100;56729222000;7004218809;6507901930;16416535700;,Impact of water resources development on water availability for hydropower production and irrigated agriculture of the Eastern Nile basin,2018,Journal of Water Resources Planning and Management,144,5,5018007,,,,18,10.1061/(ASCE)WR.1943-5452.0000912,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042172600&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000912&partnerID=40&md5=7d1e23236d07d9cec3bb58131ac83f0b,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85042172600
"Rougé, C., Harou, J.J., Pulido-Velazquez, M., Matrosov, E.S., Garrone, P., Marzano, R., Lopez-Nicolas, A., Castelletti, A., Rizzoli, A.-E.",55513683800;24329473000;6507259351;48761511700;7004111346;56624301500;56841604100;6504550849;7005546154;,Assessment of smart-meter-enabled dynamic pricing at utility and river basin scale,2018,Journal of Water Resources Planning and Management,144,5,4018019,,,,19,10.1061/(ASCE)WR.1943-5452.0000888,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040098786&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000888&partnerID=40&md5=c798e2bcd6d99a74ccb6c803c6f7eb05,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85040098786
"Chik, L., Albrecht, D., Kodikara, J.",56915002800;35815566200;15033530200;,Modeling failures in water mains using the minimum monthly antecedent precipitation index,2018,Journal of Water Resources Planning and Management,144,4,6018004,,,,3,10.1061/(ASCE)WR.1943-5452.0000926,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042073930&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000926&partnerID=40&md5=17186cc8f6df2e6d6adf522903d5f6ff,Article,Final,,Scopus,2-s2.0-85042073930
"Vasilic, Z., Stanic, M., Kapelan, Z., Ivetic, D., Prodanovic, D.",56991069900;56519638100;8273940200;56991035900;6602222338;,Improved loop-flow method for hydraulic analysis of water distribution systems,2018,Journal of Water Resources Planning and Management,144,4,4018012,,,,2,10.1061/(ASCE)WR.1943-5452.0000922,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042070938&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000922&partnerID=40&md5=8029c68e5df98f88a2e1077003a16bad,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85042070938
"Elhay, S., Deuerlein, J., Piller, O., Simpson, A.R.",6603023411;23972116900;23091947000;7402780493;,Graph partitioning in the analysis of pressure dependent water distribution systems,2018,Journal of Water Resources Planning and Management,144,4,4018011,,,,4,10.1061/(ASCE)WR.1943-5452.0000896,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041804040&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000896&partnerID=40&md5=1e13e61d9c2627bef725d56d2f351b26,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85041804040
"Abdulshaheed, A., Mustapha, F., Anuar, M.",57192270678;9038392000;26530839200;,Pipe material effect on water network leak detection using a pressure residual vector method,2018,Journal of Water Resources Planning and Management,144,4,5018006,,,,4,10.1061/(ASCE)WR.1943-5452.0000798,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041797378&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000798&partnerID=40&md5=58c5e6b7df0448e7b2b4fae1660c9789,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85041797378
"Uber, J.G., Boccelli, D.L., Hatchett, S., Kapelan, Z., Saldarriaga, J., Simpson, A.R., Tryby, M.E., van Zyl, J.E.",7003974477;6602216194;35114939100;8273940200;23092053200;7402780493;6506418149;12242479800;,Let's get moving and write software: An open source project for EPANET,2018,Journal of Water Resources Planning and Management,144,4,1818001,,,,5,10.1061/(ASCE)WR.1943-5452.0000918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041609944&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000918&partnerID=40&md5=5a530f3d8b24978653b703ea04cff095,Editorial,Final,,Scopus,2-s2.0-85041609944
"Jeong, H., Ha, S., Kim, H.",57210509076;57190794058;23004894100;,Flood protection cost allocation using cooperative game theory for adapting infrastructure to climate change,2018,Journal of Water Resources Planning and Management,144,4,4018010,,,,11,10.1061/(ASCE)WR.1943-5452.0000920,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041514910&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000920&partnerID=40&md5=0e52b4126d71943bf9afd8ed16c9c7bf,Article,Final,,Scopus,2-s2.0-85041514910
"Jordán-Cuebas, F., Krogmann, U., Andrews, C.J., Senick, J.A., Hewitt, E.L., Wener, R.E., Allacci, M.S., Plotnik, D.",57200516738;7003626992;7201809349;8397012200;56544179800;6505968187;57189691216;57070383600;,Understanding apartment end-use water consumption in two green residential multistory buildings,2018,Journal of Water Resources Planning and Management,144,4,4018009,,,,17,10.1061/(ASCE)WR.1943-5452.0000911,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041477705&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000911&partnerID=40&md5=38dc522f110150d4629dcbf2f5e90341,Article,Final,,Scopus,2-s2.0-85041477705
"Panaou, T., Asefa, T., Nachabe, M.H.",57200512934;8404132000;7003497131;,Keeping us honest: Examining climate states and transition probabilities of precipitation projections in general circulation models,2018,Journal of Water Resources Planning and Management,144,4,4018008,,,,5,10.1061/(ASCE)WR.1943-5452.0000910,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041444397&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000910&partnerID=40&md5=f55e27c64034e44ff4e86666d91926b4,Article,Final,,Scopus,2-s2.0-85041444397
"Mozenter, Z.D., Yates, A.J., Schnier, K.E., Hughes, J.A., Characklis, G.W.",57200451320;7202620663;57204376347;55346696700;6603397589;,Understanding water utility attitudes toward water transfers and risk: Pretest results,2018,Journal of Water Resources Planning and Management,144,4,6018002,,,,2,10.1061/(ASCE)WR.1943-5452.0000895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041369628&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000895&partnerID=40&md5=73fe3d792eb230b9f4affb04fa523aa5,Article,Final,,Scopus,2-s2.0-85041369628
"Güngör-Demirci, G., Lee, J., Keck, J.",6505465326;11540040500;56954581800;,Assessing the performance of a California water utility using two-stage data envelopment analysis,2018,Journal of Water Resources Planning and Management,144,4,5018004,,,,35,10.1061/(ASCE)WR.1943-5452.0000921,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041357686&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000921&partnerID=40&md5=87adf526fca3d9f007d5d59f6bf1be3d,Article,Final,,Scopus,2-s2.0-85041357686
"Portman, M.E.",57207541513;,Policy options for coastal protection: Integrating inland water management with coastal management for greater community resilience,2018,Journal of Water Resources Planning and Management,144,4,5018005,,,,8,10.1061/(ASCE)WR.1943-5452.0000913,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041339819&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000913&partnerID=40&md5=53a8933d8e5e38cc9094139b90a7235f,Article,Final,,Scopus,2-s2.0-85041339819
